"Taxa";"Year";"Station";"Group";"Timing";"Maximum";"Magnitude";"Start";"End";"Middle";"Duration"
"207";"Summer_bloom";2015;"BY15";"Phytoplankton";29;79.8685016666667;77.8367730416667;25.125;31.5714285714286;28.25;6.44642857142857
"208";"Summer_bloom";2015;"BY31";"Phytoplankton";30;94.3488347;71.8094087928571;26;32.5714285714286;29.3333333333333;6.57142857142857
"209";"Summer_bloom";2015;"BY5";"Phytoplankton";30;56.460806;49.2278630416667;26.7142857142857;32.5;29.6666666666667;5.78571428571428
"210";"Fall_Diatoms";2015;"BY15";"Phytoplankton";44;4.0625947;2.8236916;41.4;46.2727272727273;44.3333333333333;4.87272727272727
"211";"Fall_Diatoms";2015;"BY31";"Phytoplankton";45;8.18908152;5.09013091;43;47.25;45.6153846153846;4.25
"212";"Fall_Diatoms";2015;"BY5";"Phytoplankton";46;68.0255896;54.3976488525;43.4444444444444;47.1818181818182;45.4117647058824;3.73737373737374
"213";"Synechococcales";2015;"BY15";"Phytoplankton";31;6.030448;4.81296211354167;27;34.8;30.625;7.8
"214";"Synechococcales";2015;"BY31";"Phytoplankton";37;18.744712;15.7112357;34.2857142857143;39.25;37;4.96428571428572
"215";"Synechococcales";2015;"BY5";"Phytoplankton";27;10.9484666;8.5939172375;24.25;32.6666666666667;29;8.41666666666666
"216";"Cyanobacteria";2016;"BY15";"Phytoplankton";27;74.830456;39.75031107625;22.8;30.5;24.8181818181818;7.7
"217";"Cyanobacteria";2016;"BY31";"Phytoplankton";30;35.29604;20.1016419444444;25.1666666666667;34.1666666666667;30.1111111111111;9
"218";"Cyanobacteria";2016;"BY5";"Phytoplankton";29;17.33475;14.4318784;24.3333333333333;31.8;28;7.46666666666667
"219";"Dinoflagellates";2016;"BY15";"Phytoplankton";17;40.781016;37.1262873;14.2;18.8;16.4545454545455;4.6
"220";"Dinoflagellates";2016;"BY31";"Phytoplankton";14;311.1762636;185.109617925;11.375;15.3636363636364;12.6818181818182;3.98863636363636
"221";"Dinoflagellates";2016;"BY5";"Phytoplankton";15;22.5107;12.7113561666667;10.7272727272727;19.1666666666667;14;8.43939393939394
"222";"Mesodinium";2016;"BY15";"Phytoplankton";23;40.173006;27.6303165125;17.75;23.5;19.9230769230769;5.75
"223";"Mesodinium";2016;"BY31";"Phytoplankton";23;32.02473;15.2621349166667;14.6;26.5;21.5;11.9
"224";"Mesodinium";2016;"BY5";"Phytoplankton";21;36.024376;16.8157534444444;14;22.5;16;8.5
"225";"Other";2016;"BY15";"Phytoplankton";24;82.712761;27.8444015954545;18.6666666666667;29;20.5;10.3333333333333
"226";"Other";2016;"BY31";"Phytoplankton";27;44.1272434;28.5636537583333;20.3333333333333;32.6666666666667;26.25;12.3333333333333
"227";"Other";2016;"BY5";"Phytoplankton";27;11.8113076;7.35690717727273;16;37.5;24.3333333333333;21.5
"228";"Spring_bloom";2016;"BY15";"Phytoplankton";18;162.697007;108.448465;16;20.1428571428571;18.5;4.14285714285714
"229";"Spring_bloom";2016;"BY31";"Phytoplankton";15;334.7713422;206.12360346;11.6153846153846;16.4285714285714;13.4;4.81318681318681
"230";"Spring_bloom";2016;"BY5";"Phytoplankton";15;59.278756;52.3180444642857;10.7777777777778;17.3333333333333;13.8571428571429;6.55555555555555
"231";"Spring_Diatoms";2016;"BY15";"Phytoplankton";11;6.21395407;4.930976479125;8.72727272727273;12;10.4444444444444;3.27272727272727
"232";"Spring_Diatoms";2016;"BY31";"Phytoplankton";14;4.08739081;3.081670753;11.1111111111111;16.4210526315789;13.6;5.30994152046784
"233";"Spring_Diatoms";2016;"BY5";"Phytoplankton";11;25.25839326;21.6165332043333;9.2;12.25;10.65;3.05
"234";"Summer_bloom";2016;"BY15";"Phytoplankton";28;97.497293;52.309708825;23.7692307692308;31.8;26.2857142857143;8.03076923076923
"235";"Summer_bloom";2016;"BY31";"Phytoplankton";29;119.4134793;97.763310075;25.3333333333333;31.75;28.5;6.41666666666667
"236";"Summer_bloom";2016;"BY5";"Phytoplankton";29;30.489055;29.8739892333333;24.7777777777778;30.8571428571429;27.6666666666667;6.07936507936508
"237";"Fall_Diatoms";2016;"BY15";"Phytoplankton";47;1.59005999;1.36087603416667;44.4;48.5833333333333;46.5714285714286;4.18333333333334
"238";"Fall_Diatoms";2016;"BY31";"Phytoplankton";43;7.659743;6.2352715;40.2380952380952;43.2222222222222;41.5;2.98412698412698
"239";"Fall_Diatoms";2016;"BY5";"Phytoplankton";45;2.12571585;1.846625225;41.625;48.3333333333333;45.1428571428571;6.70833333333334
"240";"Synechococcales";2016;"BY15";"Phytoplankton";28;2.624714;1.66335600533333;23.5555555555556;32.6666666666667;27.25;9.11111111111111
"241";"Synechococcales";2016;"BY31";"Phytoplankton";31;31.6510561;21.55698524;27.5714285714286;32.75;30.7692307692308;5.17857142857143
"242";"Synechococcales";2016;"BY5";"Phytoplankton";30;1.34318;0.565430939375;18.5;42;32.5;23.5
"243";"Cyanobacteria";2017;"BY15";"Phytoplankton";28;52.312531;42.5391568861111;24.6666666666667;30.5714285714286;27.7;5.90476190476191
"244";"Cyanobacteria";2017;"BY31";"Phytoplankton";29;85.412152;45.4540693083333;26;31;27.5;5
"245";"Cyanobacteria";2017;"BY5";"Phytoplankton";26;26.517117;13.6462390655325;20;32;28;12
"246";"Dinoflagellates";2017;"BY15";"Phytoplankton";17;86.747438;72.4743733;14.5;17.8571428571429;16.2352941176471;3.35714285714286
"247";"Dinoflagellates";2017;"BY31";"Phytoplankton";16;112.1544084;107.0180802;13.8125;16.8666666666667;15.2941176470588;3.05416666666667
"248";"Dinoflagellates";2017;"BY5";"Phytoplankton";15;16.341217;14.725071;11.5;16.6363636363636;14.3;5.13636363636364
"249";"Mesodinium";2017;"BY15";"Phytoplankton";23;113.19124;78.7532545791667;19;24.7777777777778;22.4;5.77777777777778
"250";"Mesodinium";2017;"BY31";"Phytoplankton";26;38.825296;26.69651825;18.4;32;23.4;13.6
"251";"Mesodinium";2017;"BY5";"Phytoplankton";18;84.744918775;73.7564922785714;13.5;20.1111111111111;17.125;6.61111111111111
"252";"Other";2017;"BY15";"Phytoplankton";30;53.0890124;42.8433910018518;26.375;32.5;29;6.125
"253";"Other";2017;"BY31";"Phytoplankton";29;68.7648195;37.87496227;23.125;33.3333333333333;26.5;10.2083333333333
"254";"Other";2017;"BY5";"Phytoplankton";29;16.2784553;10.9090931628205;22;34;28;12
"255";"Spring_bloom";2017;"BY15";"Phytoplankton";17;120.838732;108.07057315;14.875;19.7;17.3;4.825
"256";"Spring_bloom";2017;"BY31";"Phytoplankton";16;205.2594309;155.657692525;13.1333333333333;17.875;15;4.74166666666667
"257";"Spring_bloom";2017;"BY5";"Phytoplankton";16;104.433113;96.1414603055556;12.3333333333333;18.75;15.75;6.41666666666667
"258";"Spring_Diatoms";2017;"BY15";"Phytoplankton";11;1.411967046;0.953663362142857;6.18181818181818;13.5;8.875;7.31818181818182
"259";"Spring_Diatoms";2017;"BY31";"Phytoplankton";13;106.6803512;106.6803512;12.1351351351351;13.6666666666667;12.8108108108108;1.53153153153153
"260";"Spring_Diatoms";2017;"BY5";"Phytoplankton";12;10.44511266;8.743568109375;9.5;13.4444444444444;11.2857142857143;3.94444444444444
"261";"Summer_bloom";2017;"BY15";"Phytoplankton";28;199.463805;181.41454855;25.1;30.4285714285714;27.6;5.32857142857143
"262";"Summer_bloom";2017;"BY31";"Phytoplankton";28;201.3204121;139.60236605;25.0909090909091;30.75;27.2222222222222;5.65909090909091
"263";"Summer_bloom";2017;"BY5";"Phytoplankton";29;108.899744;91.3380506833333;26.3;31;28.4545454545455;4.7
"264";"Fall_Diatoms";2017;"BY15";"Phytoplankton";44;3.6622353025;2.75218481841667;39;47.6666666666667;42.8;8.66666666666666
"265";"Fall_Diatoms";2017;"BY31";"Phytoplankton";44;4.36155126;3.53115134361111;40.3333333333333;46.25;43.6;5.91666666666666
"266";"Fall_Diatoms";2017;"BY5";"Phytoplankton";45;5.839324804;5.20538401514286;40.6666666666667;47.875;44.5714285714286;7.20833333333334
"267";"Synechococcales";2017;"BY15";"Phytoplankton";30;68.549489;57.534327;27.0714285714286;31.5;29;4.42857142857143
"268";"Synechococcales";2017;"BY31";"Phytoplankton";36;49.094592;24.1318391444444;30.6666666666667;39.5555555555556;37;8.88888888888889
"269";"Synechococcales";2017;"BY5";"Phytoplankton";30;18.062563;14.8989408;26.6;31.2857142857143;28.6666666666667;4.68571428571428
"270";"Cyanobacteria";2018;"BY15";"Phytoplankton";28;11.2278192142857;10.4926056785714;22.3333333333333;32.8;27.4;10.4666666666667
"271";"Cyanobacteria";2018;"BY31";"Phytoplankton";27;77.36612;54.379555;24.0454545454545;27.8571428571429;25.2666666666667;3.81168831168831
"272";"Cyanobacteria";2018;"BY5";"Phytoplankton";30;1.90456944285714;1.37563137857143;22.3333333333333;34.6666666666667;27.25;12.3333333333333
"273";"Dinoflagellates";2018;"BY15";"Phytoplankton";13;259.144843;208.920679111111;8.6;16;12.7142857142857;7.4
"274";"Dinoflagellates";2018;"BY31";"Phytoplankton";16;385.170417;286.8975166;14.3055555555556;16.6153846153846;15;2.30982905982906
"275";"Dinoflagellates";2018;"BY5";"Phytoplankton";18;10.5878726666667;9.76423433333334;15.6363636363636;20.0769230769231;17.9166666666667;4.44055944055944
"276";"Mesodinium";2018;"BY15";"Phytoplankton";28;5.7989869;2.89032163350168;14.3333333333333;41.3333333333333;27;27
"277";"Mesodinium";2018;"BY31";"Phytoplankton";24;66.251641;17.1287417631579;14.75;33;21.4;18.25
"278";"Mesodinium";2018;"BY5";"Phytoplankton";26;11.545625;4.85475178392857;13.5;41.3333333333333;21.5;27.8333333333333
"279";"Other";2018;"BY15";"Phytoplankton";27;6.86380423333333;4.90705452045455;16.5;38.5;25;22
"280";"Other";2018;"BY31";"Phytoplankton";28;61.6388578;34.7531140181818;22;32;26.3333333333333;10
"281";"Other";2018;"BY5";"Phytoplankton";31;13.3453556428571;12.0838311117647;22.6666666666667;39;30.3333333333333;16.3333333333333
"282";"Spring_bloom";2018;"BY15";"Phytoplankton";15;274.03541;227.239712906566;11.5714285714286;17.125;14.5;5.55357142857143
"283";"Spring_bloom";2018;"BY31";"Phytoplankton";16;510.5209163;318.742961166667;14.2413793103448;17.25;15.2;3.00862068965517
"284";"Spring_bloom";2018;"BY5";"Phytoplankton";17;39.4306685;31.9617690833333;14;19.7;17.1111111111111;5.7
"285";"Spring_Diatoms";2018;"BY15";"Phytoplankton";11;1.64667756272727;1.248594655;6.66666666666667;14.75;9.85714285714286;8.08333333333333
"286";"Spring_Diatoms";2018;"BY31";"Phytoplankton";15;46.99409561;40.438104585;13.6470588235294;15.952380952381;14.7916666666667;2.30532212885154
"287";"Spring_Diatoms";2018;"BY5";"Phytoplankton";17;10.72639045;9.38798649800001;14.5714285714286;19.8181818181818;17.4;5.24675324675325
"288";"Summer_bloom";2018;"BY15";"Phytoplankton";28;50.0587296428571;42.4298951785714;24.4;30.5;27.125;6.1
"289";"Summer_bloom";2018;"BY31";"Phytoplankton";28;156.3874644;121.26735367;24.3076923076923;29.7142857142857;26.6666666666667;5.40659340659341
"290";"Summer_bloom";2018;"BY5";"Phytoplankton";28;38.4687122142857;32.6603923928571;24.4;30.5714285714286;27.125;6.17142857142857
"291";"Fall_Diatoms";2018;"BY15";"Phytoplankton";44;7.41671641;6.64988749566667;40.4444444444444;45.75;42.9;5.30555555555556
"292";"Fall_Diatoms";2018;"BY31";"Phytoplankton";41;11.3366716;7.016832874;37.7;42.0833333333333;40.4444444444444;4.38333333333333
"293";"Fall_Diatoms";2018;"BY5";"Phytoplankton";47;89.5761219725;75.318254815;45.3;48.9411764705882;47.3571428571429;3.64117647058823
"294";"Synechococcales";2018;"BY15";"Phytoplankton";27;1.95672203;1.57100687428571;21.2;34;26.75;12.8
"295";"Synechococcales";2018;"BY31";"Phytoplankton";29;33.69121;21.5356671875;25.9285714285714;29.6666666666667;27.0666666666667;3.73809523809524
"296";"Synechococcales";2018;"BY5";"Phytoplankton";28;1.393414;1.0945575;21.8571428571429;32.6666666666667;26.5;10.8095238095238
"297";"Cyanobacteria";2019;"BY15";"Phytoplankton";28;122.72298;99.705146;26.5;29.6666666666667;28.2105263157895;3.16666666666667
"298";"Cyanobacteria";2019;"BY31";"Phytoplankton";29;65.074524;54.04947525;26.7;30.9375;29.1666666666667;4.2375
"299";"Cyanobacteria";2019;"BY5";"Phytoplankton";30;51.17194;41.4898978;26.7;30.6;28.625;3.9
"300";"Dinoflagellates";2019;"BY15";"Phytoplankton";14;22.2446346;13.0623970466667;8.75;17.1666666666667;14.1111111111111;8.41666666666667
"301";"Dinoflagellates";2019;"BY31";"Phytoplankton";16;103.3154611;75.71352164;12.8181818181818;17.25;15.3636363636364;4.43181818181818
"302";"Dinoflagellates";2019;"BY5";"Phytoplankton";15;4.5612604;3.71571979;12.2857142857143;17.7142857142857;14.8333333333333;5.42857142857143
"303";"Mesodinium";2019;"BY15";"Phytoplankton";19;58.018907;44.0711022;13.125;22;16.7142857142857;8.875
"304";"Mesodinium";2019;"BY31";"Phytoplankton";28;23.99301;15.1230335;18.6666666666667;38;26;19.3333333333333
"305";"Mesodinium";2019;"BY5";"Phytoplankton";17;38.03709;33.00623790625;11;18.6;14.5714285714286;7.6
"306";"Other";2019;"BY15";"Phytoplankton";23;19.8998876;16.1613513676923;17;29.3333333333333;22.75;12.3333333333333
"307";"Other";2019;"BY31";"Phytoplankton";28;68.4627316;34.5094749888889;23;31.8;26;8.8
"308";"Other";2019;"BY5";"Phytoplankton";25;5.7507586;3.85236146590909;12.6666666666667;34.5;25;21.8333333333333
"309";"Spring_bloom";2019;"BY15";"Phytoplankton";15;87.04294;72.4160310714286;11.6666666666667;18.25;15.125;6.58333333333333
"310";"Spring_bloom";2019;"BY31";"Phytoplankton";15;158.6710142;108.8720845;12.2857142857143;17.8888888888889;15;5.6031746031746
"311";"Spring_bloom";2019;"BY5";"Phytoplankton";14;221.393277;172.032548333333;12.3;15.9230769230769;14.2777777777778;3.62307692307692
"312";"Spring_Diatoms";2019;"BY15";"Phytoplankton";11;1.8016531;1.404700825;7.66666666666667;13.4;10.6;5.73333333333333
"313";"Spring_Diatoms";2019;"BY31";"Phytoplankton";13;63.05694107;50.9072379325;11.4347826086957;13.0434782608696;12.3333333333333;1.60869565217391
"314";"Spring_Diatoms";2019;"BY5";"Phytoplankton";15;177.21296889;152.984222363334;13.1176470588235;15.6111111111111;14.4166666666667;2.49346405228758
"315";"Summer_bloom";2019;"BY15";"Phytoplankton";29;168.656543;141.531514725;26.5;30.6666666666667;28.5333333333333;4.16666666666667
"316";"Summer_bloom";2019;"BY31";"Phytoplankton";29;130.2049315;123.84871445;25.3333333333333;30.9;28.2222222222222;5.56666666666667
"317";"Summer_bloom";2019;"BY5";"Phytoplankton";29;59.835203;49.30227872;26.5555555555556;31;28.6923076923077;4.44444444444444
"318";"Fall_Diatoms";2019;"BY15";"Phytoplankton";43;18.9384541;16.95837955;39.1111111111111;44.7142857142857;41.6363636363636;5.6031746031746
"319";"Fall_Diatoms";2019;"BY31";"Phytoplankton";43;20.56499064;19.04934156;40.5;44.6363636363636;42.4615384615385;4.13636363636363
"320";"Fall_Diatoms";2019;"BY5";"Phytoplankton";44;6.0182234075;4.12232269475;38.875;48.125;43.75;9.25
"321";"Synechococcales";2019;"BY15";"Phytoplankton";31;23.7979173;20.7272819592;27.9;32.5555555555556;30;4.65555555555556
"322";"Synechococcales";2019;"BY31";"Phytoplankton";35;6.3055215;2.56562547818182;28.5454545454545;39.7142857142857;36.75;11.1688311688312
"323";"Synechococcales";2019;"BY5";"Phytoplankton";28;0.78180734;0.342659896190476;18.5;32.8;28.75;14.3
"324";"Cyanobacteria";2020;"BY15";"Phytoplankton";29;97.4147;82.2905789375;26.1666666666667;30.2222222222222;28.0769230769231;4.05555555555555
"325";"Cyanobacteria";2020;"BY31";"Phytoplankton";30;86.66441;35.49878165;26.1904761904762;32.75;27.6666666666667;6.55952380952381
"326";"Cyanobacteria";2020;"BY5";"Phytoplankton";31;25.280662;21.0552791657143;27;33.8333333333333;30;6.83333333333334
"327";"Dinoflagellates";2020;"BY15";"Phytoplankton";17;50.9763371;41.56570529;14.1538461538462;18.1428571428571;15.875;3.98901098901099
"328";"Dinoflagellates";2020;"BY31";"Phytoplankton";17;377.588341;225.6179425;15.75;17.2608695652174;16.547619047619;1.51086956521739
"329";"Dinoflagellates";2020;"BY5";"Phytoplankton";17;52.295074;43.4909650625;14.5;18.4444444444444;16.2307692307692;3.94444444444444
"330";"Mesodinium";2020;"BY15";"Phytoplankton";22;24.32624;8.71589653636364;11.5;33.5;16.5;22
"331";"Mesodinium";2020;"BY31";"Phytoplankton";22;27.627286;16.8599648214286;14.8;28.3333333333333;20.75;13.5333333333333
"332";"Mesodinium";2020;"BY5";"Phytoplankton";19;42.083608;15.2135416050505;8.25;26.5;14.6666666666667;18.25
"333";"Other";2020;"BY15";"Phytoplankton";26;30.2875363;15.3029490115385;18.8888888888889;31;22.8;12.1111111111111
"334";"Other";2020;"BY31";"Phytoplankton";28;90.8134907;39.47641219;22.6666666666667;32.8;26.5;10.1333333333333
"335";"Other";2020;"BY5";"Phytoplankton";29;11.6345699;6.94396988809524;19;39.6666666666667;28;20.6666666666667
"336";"Spring_bloom";2020;"BY15";"Phytoplankton";16;78.220964;68.35395028;13.75;18.8888888888889;16.3;5.13888888888889
"337";"Spring_bloom";2020;"BY31";"Phytoplankton";17;466.406495;305.6255369;15.3;17.6315789473684;16.5806451612903;2.33157894736842
"338";"Spring_bloom";2020;"BY5";"Phytoplankton";15;104.002844;76.1082384;12.2;17.7777777777778;15.3333333333333;5.57777777777778
"339";"Spring_Diatoms";2020;"BY15";"Phytoplankton";13;3.9759012;1.46876838958333;6.63636363636364;18.8333333333333;12;12.1969696969697
"340";"Spring_Diatoms";2020;"BY31";"Phytoplankton";17;50.61597141;47.77259227;15.4782608695652;17.7647058823529;16.52;2.28644501278773
"341";"Spring_Diatoms";2020;"BY5";"Phytoplankton";18;8.080035315;6.29902663;16.125;19.7894736842105;18.375;3.66447368421053
"342";"Summer_bloom";2020;"BY15";"Phytoplankton";29;127.785208;112.747217875;26.1;30.8888888888889;28.2727272727273;4.78888888888889
"343";"Summer_bloom";2020;"BY31";"Phytoplankton";29;150.5349217;100.414206708333;25.1111111111111;31.5714285714286;27.625;6.46031746031746
"344";"Summer_bloom";2020;"BY5";"Phytoplankton";28;55.099539;48.11112736;25.1111111111111;30.2857142857143;27.5454545454545;5.17460317460317
"345";"Fall_Diatoms";2020;"BY15";"Phytoplankton";44;2.22698966;1.70172621285714;40.125;47.2;43;7.075
"346";"Fall_Diatoms";2020;"BY31";"Phytoplankton";44;3.84785326;3.77372398916667;40.4444444444444;46.25;43.3333333333333;5.80555555555556
"347";"Fall_Diatoms";2020;"BY5";"Phytoplankton";42;81.97298696;68.589848655;40.2142857142857;43;41.7777777777778;2.78571428571428
"348";"Synechococcales";2020;"BY15";"Phytoplankton";30;4.5000515;3.584663375;26.125;33.2;29.1428571428571;7.075
"349";"Synechococcales";2020;"BY31";"Phytoplankton";32;25.24165;14.7714482416667;28.4;34.4285714285714;32.2142857142857;6.02857142857143
"350";"Synechococcales";2020;"BY5";"Phytoplankton";28;4.7819664;3.92581501333333;24.2857142857143;30;27.2;5.71428571428572
"351";"Cyanobacteria";2021;"BY15";"Phytoplankton";24;107.315;88.2626462;22.2105263157895;25.6666666666667;23.625;3.4561403508772
"352";"Cyanobacteria";2021;"BY31";"Phytoplankton";34;53.62795;24.1695776851648;26.5555555555556;39;32;12.4444444444444
"353";"Cyanobacteria";2021;"BY5";"Phytoplankton";27;39.312587;31.85013079;25.3333333333333;29.6;27.5;4.26666666666667
"354";"Dinoflagellates";2021;"BY15";"Phytoplankton";16;102.722054;86.7746445375;13.7692307692308;17.5;15.4285714285714;3.73076923076923
"355";"Dinoflagellates";2021;"BY31";"Phytoplankton";16;195.8722052;183.3652421;14.12;16.4;15.1363636363636;2.28
"356";"Dinoflagellates";2021;"BY5";"Phytoplankton";15;62.100058;49.719299575;12.8;16.1818181818182;14.5;3.38181818181818
"357";"Mesodinium";2021;"BY15";"Phytoplankton";26;225.857646;181.43366062;22.6428571428571;27.8333333333333;24.8;5.19047619047619
"358";"Mesodinium";2021;"BY31";"Phytoplankton";24;44.81818;26.2784861363636;17;27;21.7142857142857;10
"359";"Mesodinium";2021;"BY5";"Phytoplankton";27;11.9473051;4.39805208076923;14.6666666666667;40.4;21.5;25.7333333333333
"360";"Other";2021;"BY15";"Phytoplankton";24;32.2429641;26.6754121222222;19.4285714285714;25.6;22.2;6.17142857142857
"361";"Other";2021;"BY31";"Phytoplankton";29;49.2922846;24.1035297458333;23.4;35.3333333333333;27.5;11.9333333333333
"362";"Other";2021;"BY5";"Phytoplankton";22;40.4538385;19.9566670933333;17.7142857142857;26;20;8.28571428571428
"363";"Spring_bloom";2021;"BY15";"Phytoplankton";17;103.648182;90.732467;14.3;20.4285714285714;17.125;6.12857142857143
"364";"Spring_bloom";2021;"BY31";"Phytoplankton";15;239.3675044;177.793199;13.125;17.2857142857143;15.1428571428571;4.16071428571428
"365";"Spring_bloom";2021;"BY5";"Phytoplankton";14;112.4722;92.0641129833333;10.5454545454545;16.4285714285714;13.1111111111111;5.88311688311688
"366";"Spring_Diatoms";2021;"BY15";"Phytoplankton";12;2.9470554;2.4781562365;9.5;14.25;11.6363636363636;4.75
"367";"Spring_Diatoms";2021;"BY31";"Phytoplankton";14;40.63967227;19.7817049682857;9.58333333333333;16.7272727272727;12.3333333333333;7.14393939393939
"368";"Spring_Diatoms";2021;"BY5";"Phytoplankton";11;93.59063187;82.01140804875;9.31578947368421;11.6842105263158;10.5;2.36842105263158
"369";"Summer_bloom";2021;"BY15";"Phytoplankton";26;338.3580182;256.8878225;23.2777777777778;27.1666666666667;24.8;3.88888888888889
"370";"Summer_bloom";2021;"BY31";"Phytoplankton";29;146.264907;127.27588555;25;30.6;27.5;5.6
"371";"Summer_bloom";2021;"BY5";"Phytoplankton";29;51.36635;42.35637308;25.9;30.25;27.9285714285714;4.35
"372";"Fall_Diatoms";2021;"BY15";"Phytoplankton";45;102.2762482;80.86248852625;43;46.8181818181818;44.8125;3.81818181818182
"373";"Fall_Diatoms";2021;"BY31";"Phytoplankton";45;33.0036688975;29.8463806921429;41.8571428571429;48;45.1111111111111;6.14285714285715
"374";"Fall_Diatoms";2021;"BY5";"Phytoplankton";46;9.59692736;8.514916954125;43.3;47.7777777777778;45.4166666666667;4.47777777777778
"375";"Synechococcales";2021;"BY15";"Phytoplankton";28;107.2524911;90.16879288;25.4166666666667;28.9285714285714;27.25;3.51190476190476
"376";"Synechococcales";2021;"BY31";"Phytoplankton";30;23.2341379;19.287949;27.1333333333333;30.5714285714286;28.6;3.43809523809524
"377";"Synechococcales";2021;"BY5";"Phytoplankton";28;3.023724;2.04340360666667;26.75;32.5833333333333;30.4;5.83333333333334
"378";"Cyanobacteria";2022;"BY15";"Phytoplankton";31;32.6081;25.755874;28.7142857142857;33.3636363636364;31.3333333333333;4.64935064935065
"379";"Cyanobacteria";2022;"BY31";"Phytoplankton";26;37.54154;33.52843695;25.4285714285714;30.4444444444444;27.9090909090909;5.01587301587302
"380";"Cyanobacteria";2022;"BY5";"Phytoplankton";34;6.57669;5.82248345454545;27.3333333333333;38.25;33.4;10.9166666666667
"381";"Dinoflagellates";2022;"BY15";"Phytoplankton";15;165.924159;134.04536802;13.5;16.4375;15.1;2.9375
"382";"Dinoflagellates";2022;"BY31";"Phytoplankton";16;123.4027965;87.1875479666667;14.1428571428571;17.1538461538462;16;3.01098901098901
"383";"Dinoflagellates";2022;"BY5";"Phytoplankton";15;36.3588044;28.4663938;13.3;16.9230769230769;15.2352941176471;3.62307692307692
"384";"Mesodinium";2022;"BY15";"Phytoplankton";14;134.29117;95.3835521153846;8;19;12.4;11
"385";"Mesodinium";2022;"BY31";"Phytoplankton";24;31.21161;16.8553579333333;16;30;21.6;14
"386";"Mesodinium";2022;"BY5";"Phytoplankton";16;178.52905;137.27705125;13.8;16.8666666666667;15.3684210526316;3.06666666666667
"387";"Other";2022;"BY15";"Phytoplankton";24;42.8300169;26.1654311125;21;28;24;7
"388";"Other";2022;"BY31";"Phytoplankton";28;32.1769016;24.707697195;22.75;32.6666666666667;27.1666666666667;9.91666666666666
"389";"Other";2022;"BY5";"Phytoplankton";22;51.2129414;41.16559915;18.25;22.7142857142857;20.0833333333333;4.46428571428572
"390";"Spring_bloom";2022;"BY15";"Phytoplankton";15;226.045528;196.937505541667;11.5714285714286;17.2857142857143;14.5555555555556;5.71428571428571
"391";"Spring_bloom";2022;"BY31";"Phytoplankton";15;181.4173315;119.96908764;12.1333333333333;17.125;14.75;4.99166666666667
"392";"Spring_bloom";2022;"BY5";"Phytoplankton";16;221.939561;177.3099879375;13.6666666666667;17.4545454545455;15.5625;3.78787878787879
"393";"Spring_Diatoms";2022;"BY15";"Phytoplankton";16;2.624714705;1.964849783;13.5;19.4545454545455;17;5.95454545454545
"394";"Spring_Diatoms";2022;"BY31";"Phytoplankton";12;77.85161236;77.85161236;11.0384615384615;12.5813953488372;12;1.54293381037567
"395";"Spring_Diatoms";2022;"BY5";"Phytoplankton";12;17.22810447;14.282018094375;9.36363636363636;13;11.25;3.63636363636364
"396";"Summer_bloom";2022;"BY15";"Phytoplankton";28;100.46856875;85.70164775;24.3;30;26.8888888888889;5.7
"397";"Summer_bloom";2022;"BY31";"Phytoplankton";28;98.5302239;87.0650928;25.1111111111111;30.625;27.7;5.51388888888889
"398";"Summer_bloom";2022;"BY5";"Phytoplankton";30;42.3245322;28.2715191428571;25.6666666666667;32.8181818181818;30.125;7.15151515151515
"399";"Fall_Diatoms";2022;"BY15";"Phytoplankton";42;11.2607277;9.9511298875;40.2352941176471;42.8888888888889;41.5714285714286;2.65359477124183
"400";"Fall_Diatoms";2022;"BY31";"Phytoplankton";43;58.80779955;47.047339006875;41;44.1;42.375;3.1
"401";"Fall_Diatoms";2022;"BY5";"Phytoplankton";43;8.13150336;6.4458168225;40.0833333333333;44;41.875;3.91666666666666
"402";"Synechococcales";2022;"BY15";"Phytoplankton";28;46.4869962;39.6271237146667;26.4375;29.2307692307692;27.7619047619048;2.79326923076923
"403";"Synechococcales";2022;"BY31";"Phytoplankton";31;10.6157416;7.933171053;28;32.1818181818182;30.3125;4.18181818181818
"404";"Synechococcales";2022;"BY5";"Phytoplankton";19;0.124323;0.071991035;10.6666666666667;22.5;18.1666666666667;11.8333333333333
